group,rank,recommended,taxon_id,common_name,scientific_name,countries_with_records,observation_count,review_note
mammals,30,yes,74770,Suni,Nesotragus moschatus,1,489,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,31,yes,566540,L'Hoest's Monkey,Allochrocebus lhoesti,1,464,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,32,yes,41964,Lion,Panthera leo,1,462,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,33,yes,1075512,Mount Kilimanjaro Guereza,Colobus caudatus,1,457,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,34,yes,42360,Kirk's Dik-dik,Madoqua kirkii,1,439,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,35,yes,40827,Straw-coloured Fruit Bat,Eidolon helvum,1,431,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,36,yes,1075514,Mantled Guereza,Colobus guereza,1,428,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,37,yes,1431331,Harvey's Duiker,Cephalophorus harveyi,1,420,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,38,yes,41328,Yellow-winged Bat,Lavia frons,1,369,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,39,yes,45671,Nile Grass Rat,Arvicanthis niloticus,1,354,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,40,yes,502997,Ashy Red Colobus,Piliocolobus tephrosceles,1,350,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,41,yes,825289,African Wolf,Canis lupaster,1,323,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,42,yes,43523,Grivet Monkey,Chlorocebus aethiops,1,321,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,43,yes,43226,Four-toed Sengi,Petrodromus tetradactylus,1,315,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,44,yes,1558607,African Savanna Hare,Lepus microtis,1,314,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,45,yes,43086,Rock Hyrax,Procavia capensis,1,310,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,46,yes,1430932,Thomas's Dik-dik,Madoqua thomasi,1,297,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,47,yes,74414,Common Slender Mongoose,Herpestes sanguineus,1,290,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,48,yes,74191,Tantalus Monkey,Chlorocebus tantalus,1,275,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,49,yes,43092,Southern Tree Hyrax,Dendrohyrax arboreus,1,262,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,50,yes,42380,Oribi,Ourebia ourebi,1,260,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,51,yes,1453959,Southern Giant Pouched Rat,Cricetomys ansorgei,1,259,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,52,yes,42384,Klipspringer,Oreotragus oreotragus,1,256,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,53,yes,74724,Grant's Gazelle,Nanger granti,1,242,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,54,yes,44171,Crested Porcupine,Hystrix cristata,1,236,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,55,yes,1596257,Ugandan grey-cheeked mangabey,Lophocebus ugandae,1,234,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,56,yes,41939,White-tailed Mongoose,Ichneumia albicauda,1,231,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,57,yes,42418,Hartebeest,Alcelaphus buselaphus,1,226,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,58,yes,42120,Giant Forest Hog,Hylochoerus meinertzhageni,1,218,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,59,yes,43055,Four-toed Hedgehog,Atelerix albiventris,1,215,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,60,yes,42343,Mountain Nyala,Tragelaphus buxtoni,1,215,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,61,yes,41955,Cheetah,Acinonyx jubatus,1,208,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,62,yes,46196,Red-legged Sun Squirrel,Heliosciurus rufobrachium,1,196,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,63,yes,41627,African Civet,Civettictis civetta,1,191,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,64,yes,118552,Domestic Cat,Felis catus,1,178,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,65,yes,925661,Northern Small-spotted Genet,Genetta genetta,1,178,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,66,yes,46191,Zanj Sun Squirrel,Heliosciurus undulatus,1,177,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,67,yes,46113,Red Bush Squirrel,Paraxerus palliatus,1,176,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,68,yes,42045,Ethiopian Wolf,Canis simensis,1,174,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,69,yes,871611,Striped Ground Squirrel,Euxerus erythropus,1,167,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,70,yes,1210965,Side-striped Jackal,Lupulella adusta,1,159,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,71,yes,42424,Bush Duiker,Sylvicapra grimmia,1,153,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,72,yes,81542,Dromedary Camel,Camelus dromedarius,1,148,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,73,yes,46114,Boehm's Bush Squirrel,Paraxerus boehmi,1,145,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,74,yes,42359,Günther's Dik-dik,Madoqua guentheri,1,142,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,75,yes,43568,Small-eared Greater Galago,Otolemur garnettii,1,134,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,76,yes,75192,Common Eland,Tragelaphus oryx,1,131,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,77,yes,41481,Indo-Pacific Bottlenose Dolphin,Tursiops aduncus,1,131,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,78,yes,42157,Northern Giraffe,Giraffa camelopardalis,1,130,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,79,yes,43350,Black Rhinoceros,Diceros bicornis,1,129,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,80,yes,42025,Serval,Leptailurus serval,1,118,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,81,yes,74725,Sömmerring's Gazelle,Nanger soemmerringii,1,112,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,82,yes,47144,Domestic Dog,Canis familiaris,1,110,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,83,yes,1431004,Kivu Duiker,Cephalophorus kivuensis,1,108,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,84,yes,41380,Mauritian Tomb Bat,Taphozous mauritianus,1,108,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,85,yes,42095,Bat-eared Fox,Otocyon megalotis,1,100,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,86,yes,41324,Heart-nosed bat,Cardioderma cor,1,98,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,87,yes,42138,Bushpig,Potamochoerus larvatus,1,98,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,88,yes,57560,Cape Hare,Lepus capensis,1,97,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,89,yes,43535,Hamadryas Baboon,Papio hamadryas,1,95,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,90,yes,417389,Spotted-necked Otter,Hydrictis maculicollis,1,92,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,91,yes,41907,Somali Dwarf Mongoose,Helogale hirtula,1,89,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,92,yes,42093,African Wild Dog,Lycaon pictus,1,86,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,93,yes,41888,Striped Hyaena,Hyaena hyaena,1,85,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,94,yes,74113,Domestic Cattle,Bos taurus,1,84,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,95,yes,75042,Egyptian Rousette,Rousettus aegyptiacus,1,84,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,96,yes,47062,Aardvark,Orycteropus afer,1,83,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,97,yes,43222,Golden-rumped Sengi,Rhynchocyon chrysopygus,1,83,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,98,yes,42362,Salt's Dik-dik,Madoqua saltiana,1,79,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,99,yes,42339,Greater Kudu,Tragelaphus strepsiceros,1,79,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,100,yes,123070,Domestic Goat,Capra hircus,1,78,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,101,yes,41919,Marsh Mongoose,Atilax paludinosus,1,76,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,102,yes,43565,Northern Lesser Galago,Galago senegalensis,1,74,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,103,yes,41963,Leopard,Panthera pardus,1,74,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,104,yes,326023,Udzungwa Red Colobus,Piliocolobus gordonorum,1,73,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,105,yes,43525,Angola Colobus,Colobus angolensis,1,72,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,106,yes,46195,Gambian Sun Squirrel,Heliosciurus gambianus,1,72,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,107,yes,148030,Donkey,Equus asinus,1,70,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,108,yes,183180,Angolan Soft-furred Fruit Bat,Myonycteris angolensis,1,70,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,109,yes,1453939,Mesic Four-striped Grass Rat,Rhabdomys dilectus,1,70,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,110,yes,371414,African Wildcat,Felis lybica,1,68,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,111,yes,41834,Ratel,Mellivora capensis,1,66,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,112,yes,43530,Gelada,Theropithecus gelada,1,66,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,113,yes,43567,Brown Greater Galago,Otolemur crassicaudatus,1,65,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,114,yes,45669,Blick's Grass Rat,Arvicanthis blicki,1,59,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,115,yes,45496,Typical Striped Grass Mouse,Lemniscomys striatus,1,59,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,116,yes,1431008,Eastern Aardwolf,Proteles septentrionalis,1,59,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,117,yes,43473,De Brazza's Monkey,Cercopithecus neglectus,1,56,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,118,yes,41582,African Palm-civet,Nandinia binotata,1,56,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,119,yes,43997,Coypu,Myocastor coypus,1,55,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,120,yes,43480,Red-tailed Monkey,Cercopithecus ascanius,1,53,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,121,yes,42340,Lesser Kudu,Tragelaphus imberbis,1,53,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,122,yes,42375,Steenbok,Raphicerus campestris,1,52,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,123,yes,40901,Pemba Flying-fox,Pteropus voeltzkowi,1,51,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,124,yes,42354,Walia Ibex,Capra walie,1,49,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,125,yes,469961,Indian Humpback Dolphin,Sousa plumbea,1,48,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,126,yes,46192,Ruwenzori Sun Squirrel,Heliosciurus ruwenzorii,1,45,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,127,yes,43224,Black-and-rufous Sengi,Rhynchocyon petersi,1,44,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,128,yes,44990,Giant Root Rat,Tachyoryctes macrocephalus,1,44,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,129,yes,43348,White Rhinoceros,Ceratotherium simum,1,43,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,130,yes,74851,Eastern Springhare,Pedetes surdaster,1,43,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,131,yes,46202,Forest Giant Squirrel,Protoxerus stangeri,1,43,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,132,yes,42341,Northern Bushbuck,Tragelaphus scriptus,1,43,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,133,yes,41900,Egyptian Mongoose,Herpestes ichneumon,1,42,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,134,yes,40811,Wahlberg's Epauletted Fruit Bat,Epomophorus wahlbergi,1,41,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,135,yes,43564,Somali Lesser Galago,Galago gallarum,1,39,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,136,yes,43137,Ethiopian Highland Hare,Lepus starcki,1,39,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,137,yes,42042,Caracal,Caracal caracal,1,37,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,138,yes,42364,Gerenuk,Litocranius walleri,1,37,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,139,yes,41195,Hairy Slit-faced Bat,Nycteris hispida,1,36,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,140,yes,41925,Bushy-tailed Mongoose,Bdeogale crassicauda,1,35,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,141,yes,74108,Hirola,Beatragus hunteri,1,34,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,142,yes,1430996,Weyns's Duiker,Cephalophorus weynsi,1,34,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,143,yes,74503,Abyssinian Hare,Lepus habessinicus,1,34,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,144,yes,46109,Alexander's Bush Squirrel,Paraxerus alexandri,1,34,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,145,yes,46107,Swynnerton's Bush Squirrel,Paraxerus vexillarius,1,34,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,146,yes,183177,African Sheath-tailed Bat,Coleura afra,1,33,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,147,yes,45962,Carruthers' Mountain Squirrel,Funisciurus carruthersi,1,33,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,148,yes,42338,Sitatunga,Tragelaphus spekii,1,31,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,149,yes,43746,Naked Molerat,Heterocephalus glaber,1,30,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,150,yes,42332,Roan Antelope,Hippotragus equinus,1,30,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,151,yes,43462,Patas Monkey,Erythrocebus patas,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,152,yes,46111,Striped Bush Squirrel,Paraxerus flavovittis,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,153,yes,549031,East African Potto,Perodicticus ibeanus,1,29,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,154,yes,42330,Kob,Kobus kob,1,28,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,155,yes,74866,White-bellied Pangolin,Phataginus tricuspis,1,28,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,156,yes,43468,Tana River Crested Mangabey,Cercocebus galeritus,1,27,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,157,yes,40843,Hammer-headed Fruit Bat,Hypsignathus monstrosus,1,27,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,158,yes,44950,Maned Rat,Lophiomys imhausi,1,27,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,159,yes,1275849,Rufous Sengi,Galegeeska rufescens,1,26,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,160,yes,520070,Tana River Red Colobus,Piliocolobus rufomitratus,1,26,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,161,no,75083,Temminck's Ground Pangolin,Smutsia temminckii,1,26,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,162,no,154719,African Trident Bat,Triaenops afer,1,26,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,163,no,566541,Dent’s Monkey,Cercopithecus denti,1,25,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,164,no,41822,Zorilla,Ictonyx striatus,1,25,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,165,no,43563,Spectacled Lesser Galago,Galago matschiei,1,24,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,166,no,44173,Cape Porcupine,Hystrix africaeaustralis,1,24,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,167,no,45414,Sundevall's Acacia Rat,Thallomys paedulcus,1,23,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,168,no,74189,Bale Mountains Monkey,Chlorocebus djamdjamensis,1,22,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,169,no,357910,Forest Elephant,Loxodonta cyclotis,1,21,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,170,no,74164,Sanje Mangabey,Cercocebus sanjei,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,171,no,45848,Woodland Dormouse,Graphiurus murinus,1,20,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,172,no,42276,Tsessebe,Damaliscus lunatus,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,173,no,74349,Thomas's Dwarf Galago,Galagoides thomasi,1,19,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,174,no,1370990,Little Free-tailed Bat,Mops pumilus,1,18,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,175,no,43577,Chimpanzee,Pan troglodytes,1,18,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,176,no,43726,Derby's Anomalure,Anomalurus derbianus,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,177,no,45670,Abyssinian Grass Rat,Arvicanthis abyssinicus,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,178,no,851017,Striped leaf-nosed bat,Macronycteris vittata,1,17,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,179,no,69991,East African Oryx,Oryx beisa,1,16,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,180,no,41385,Hildegarde's Tomb Bat,Taphozous hildegardeae,1,16,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,181,no,43093,Western Tree Hyrax,Dendrohyrax dorsalis,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,182,no,1596260,Johnston's grey-cheeked mangabey,Lophocebus johnstoni,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,183,no,45225,Black-clawed Brush-furred Rat,Lophuromys melanonyx,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,184,no,557988,Kinda Baboon,Papio kindae,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,185,no,44575,Black Rat,Rattus rattus,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,186,no,44989,Northeast African Root Rat,Tachyoryctes splendens,1,15,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,187,no,1638841,African Clawless Otter,Lutra capensis,1,14,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,188,no,44716,Tiny Pygmy Mouse,Mus minutoides,1,13,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,189,no,1431595,Zena Brush-furred Rat,Lophuromys zena,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,190,no,41566,Humpback Whale,Megaptera novaeangliae,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,191,no,45133,Common Rufous-nosed Rat,Oenomys hypoxanthus,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,192,no,485417,Harrison's Large-eared Giant Mastiff Bat,Otomops harrisoni,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
mammals,193,no,42123,Desert Warthog,Phacochoerus aethiopicus,1,12,"iNaturalist regional candidate only; review habitat fit, introduced status and game value before inclusion."
